text,label
another wonderful day at work i need a new job ill take anything,1
rob pattinsons song quotnever thinkquot is awesome,1
lalala  drpepper just hits the spot,1
what do u mean u r not goin  da bahamas explain urself,0
la duree in the paris airport good to know,1
well on facebook still trying to figure it out but what i like about it most is that most of my family is on it,1
i love the hills its very addicting once you get into it youre hooked i suggest you start watching it,1
see demo about photoshopcom and iphone i dont have iphone,0
such a beautiful weekend and i didnt get to ride one mile,0
i like going to breakfast on saturdays i dont like going so early especially when i wake up with a headache,0
at work feeling sick  im very pissed about the schedule feel like calling douchebag and blasting his retard ass out,0
you have me,1
no idea how to express my happyness now i have to get back to studing ugh but im happy none the less,1
bought some skinny jeans today   i have dropped  sizes,1
look at la croix  u know it  thihi,1
riding train to work on a dreary monday morning,0
mac and cheese is yummy,1
twitter often does weird stuff,1
so cold here need you  here with me,1
i am excited but i cant tell you why d watching glee again and heading to bed,1
like being in hr isnt scary enough now ive got you threatening to come up here and buy me a cfa biscuit,1
now i think they all went to fathers day dinner  sick alone on a weekend hello pity party,0
sad about kevin  x loveisdead x,0
i wish all women had the same feeling  not just the preggers ones,1
agree  amp what if could be experienced without dying    great  connect with u my friend,1
first day of college and im so tired,0
youre welcome a friend of  is a friend of mine nice to tweet you,1
sending out paper work to tax commission to have the process to get the title for my bike so i can do the major repairs,1
naw  i know how you feel its so sad im so sorry,0
i just dont get itreally i dont,0
really really sick  gone to the hospital,0
listening to lady gaga songsi love herthe highlight for me this year will be the lady gaga concert in berlin,1
i saw that  it really does look just like it lol,1
this is awesome lady gaga with david archuleta  thats cool,1
luv ngage monopoly  ive got both us amp uk versions of the boardgame amp also a magnetic travel onebut mobile version is best for travels,1
gee it looks as if its gonna rain,0
the shitty part about riding the train is no radioi feel naked    on my ipod oooohhh just shuffled over to hayden,0
i thimk you were working on those muscles we love so much,1
watching quotfinding nemoooquot i want a nemoooooo,1
very few in my area w rat bekeeny bc i miss lebanon  kteer yane,0
at least you got  create his account,1
really need to pee  stuck on a bus i love shelley,0
it looks like buddy the puggy is having the same problem,0
ahh its the bpm closed shop bet its all tracking back and man marking now,1
happy birthday,1
thanksshes a lovely model and friend so we should have alot of fun,1
i just realised its am  i was planing to goto sleep at latest pm  i figured out why  stupid adictive text games,0
i really need to go do laundrybut its hot outside  and i need quarters,0
quoti dont wanna fall sleep couse i dont know if ill get upquot crying but someone cares,0
btw its wind week,1
yoooodudeu just forgot about me  its cool ima start back calling u uncle hustle,0
ummm i dunno ill see lol i loved it the way you wrote it,1
waiting for the encouraging email to feel better,0
linda is in pain today,0
at school on time for once  feel better,0
my mom said i cant read right now,0
you played with the jonas brothers you mean mcfly and jb together omg that show must have been perfect i wanted see this,0
it feels good being on summer vacation,1
im pretty good thanks hope youre well too   em,1
cummon chelsea everton are pissing me off first time in my life when ive actually wanted chelsea to win,1
i got dumped today     now im free,0
i hate mornings even friday mornings wish i wasnt so tired,0
lol i know we got the wrong one to start of with it was just an expensive fancy pedometer with no gps,0
looks like the hashtag  is being flooded w spam  damn you lousy excuses for human beings w your incessant spam,0
at work latte is now rushing through my veins  hellllooooooo monday,1
okay then we can keep tabs on each otheryou knowkeep each other motivated and uh honest,1
i hope u can come tonight,0
oh noes i just found out why cons skate shoes are so hard to find financial issues and bought out by nike,0
hey nice new pic sounds like you had a good trip,1
its hot out heregettin a nice tan though  then going back in to find some stuff for ebay  btw headaches suck,1
lazy friday night with my chicas,1
if you had the test already how did u do if not good luck,1
a big  to the take that news,1
i wish i was at bamboozle,0
playing blackjack the casinos are soo dead,0
bought radio shack brand cordless phone presidian it sucks sucks sucks  tech support cant help either  taking it back today,0
im really glad to hear that give him my regards,1
yeah  i had to pay the idiot tax ie pain,0
i love ur new default its soo pretty but how come i cant listen to this song on myspace,0
finally got around to watching twilight a little unimpressed,0
i just woke up i thought sleeping that much would help i feel worse,0
wuacounting down de hours left in kl,0
having no luck finding a place in manhattan  anyone need a roomie,0
off to glasgow today,1
happy birthday  the tweeter not the restaurant cafe was born in july,1
naks in my case im endlessly addicted with my new mb pro,1
ohh  makes sense now hows the tat looking,1
hahaha thanks katie,1
freedom is freaking beautiful,1
never hit a man with glasses hit him with a baseball bat,1
xxaxxxaxaxaxaxaxxaxa  but i never used to cook as tasty as at the restaurant you know  specially trained people work there,1
does not like the heat i think i have been bitten and i cant stop sneezing,0
cant eay all my jelly and icecream,0
aww thanks   i wish he could come home and play with us  at least well have tomorrow  hope your back feels better love,1
np do the sameee,1
im so getting capped this month  days in and im at,0
really bummed about georgia theatre,0
haha yeah its not new but i like it a lot i am a fan of hers though,1
